,image,label
34,"[[[32 26 36]
  [32 26 38]
  [33 24 41]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]]

 [[28 23 27]
  [30 25 31]
  [34 26 39]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]]

 [[31 27 24]
  [34 30 29]
  [40 34 38]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]]

 ...

 [[58 59 53]
  [60 59 55]
  [63 61 64]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  5]]

 [[49 50 44]
  [54 53 49]
  [62 60 63]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  5]]

 [[58 59 53]
  [63 62 58]
  [70 68 71]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  5]]]",1
35,"[[[18 22 23]
  [29 24 30]
  [39 27 41]
  ...
  [ 0  0  2]
  [ 1  1  1]
  [ 0  0  0]]

 [[21 23 22]
  [30 25 29]
  [40 28 40]
  ...
  [ 0  0  2]
  [ 1  1  1]
  [ 0  0  0]]

 [[24 26 21]
  [33 29 30]
  [44 32 42]
  ...
  [ 0  0  2]
  [ 1  1  1]
  [ 0  0  0]]

 ...

 [[51 49 52]
  [63 61 62]
  [65 63 64]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  2]]

 [[57 55 60]
  [70 68 71]
  [70 69 67]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  2]]

 [[65 63 68]
  [76 74 77]
  [72 71 69]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  2]]]",1
36,"[[[35 28 35]
  [40 27 37]
  [44 23 38]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[33 28 35]
  [41 27 40]
  [48 27 42]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[32 26 38]
  [41 29 43]
  [52 31 48]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[44 54 45]
  [66 66 64]
  [68 56 66]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 1  1  0]]

 [[39 49 41]
  [58 58 58]
  [74 62 72]
  ...
  [ 0  0  2]
  [ 1  1  1]
  [ 1  1  0]]

 [[45 55 47]
  [55 55 55]
  [81 69 81]
  ...
  [ 0  0  2]
  [ 1  1  1]
  [ 1  1  0]]]",1
37,"[[[25 17 38]
  [33 19 42]
  [41 21 48]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 [[32 26 38]
  [39 27 41]
  [47 28 48]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 [[39 35 32]
  [46 36 37]
  [54 37 45]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[46 49 38]
  [63 65 52]
  [76 74 62]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[52 55 46]
  [69 71 60]
  [80 77 68]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[59 62 55]
  [75 76 68]
  [82 79 72]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]]",1
38,"[[[27 29 28]
  [30 28 31]
  [36 26 35]
  ...
  [ 1  1  1]
  [ 0  0  2]
  [ 0  0  2]]

 [[27 29 28]
  [32 30 33]
  [40 30 39]
  ...
  [ 1  1  1]
  [ 0  0  2]
  [ 0  0  2]]

 [[30 32 31]
  [36 34 37]
  [45 35 44]
  ...
  [ 1  1  1]
  [ 0  0  2]
  [ 0  0  2]]

 ...

 [[49 58 53]
  [59 65 65]
  [66 66 74]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  1  0]]

 [[48 57 52]
  [58 64 64]
  [66 69 76]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  1  0]]

 [[47 56 51]
  [59 65 65]
  [67 70 77]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  1  0]]]",1
39,"[[[18 20  9]
  [26 23 18]
  [34 25 28]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  0]]

 [[21 23 12]
  [29 26 21]
  [38 29 32]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[26 28 17]
  [34 31 26]
  [44 35 38]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[45 56 42]
  [65 68 51]
  [80 73 54]
  ...
  [ 0  0  0]
  [ 0  1  0]
  [ 0  0  0]]

 [[51 61 52]
  [71 73 60]
  [85 78 62]
  ...
  [ 0  0  0]
  [ 0  1  0]
  [ 0  0  0]]

 [[59 69 61]
  [77 79 68]
  [87 79 66]
  ...
  [ 0  0  0]
  [ 0  1  0]
  [ 0  0  0]]]",1
40,"[[[24 24 22]
  [33 28 32]
  [40 29 43]
  ...
  [ 0  0  2]
  [ 1  1  0]
  [ 0  0  0]]

 [[26 27 21]
  [30 26 27]
  [34 24 35]
  ...
  [ 0  0  2]
  [ 1  1  0]
  [ 0  0  0]]

 [[29 30 22]
  [34 30 27]
  [39 29 38]
  ...
  [ 0  0  2]
  [ 1  1  0]
  [ 0  0  0]]

 ...

 [[47 61 62]
  [61 66 69]
  [73 68 74]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  1  0]]

 [[34 50 50]
  [52 60 63]
  [72 70 75]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  1  0]]

 [[47 62 65]
  [62 70 73]
  [77 76 82]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  1  0]]]",1
41,"[[[24 20 19]
  [30 24 28]
  [36 29 37]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[25 20 24]
  [30 25 31]
  [38 30 41]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[27 22 29]
  [33 27 37]
  [41 33 48]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[51 53 48]
  [68 69 61]
  [71 69 57]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[56 58 53]
  [73 74 66]
  [75 73 60]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 1  1  3]]

 [[63 65 60]
  [79 80 72]
  [77 75 62]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]]",1
42,"[[[23 23 33]
  [28 26 39]
  [32 29 46]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 0  0  0]]

 [[25 26 30]
  [30 29 37]
  [35 33 46]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 0  0  0]]

 [[31 33 30]
  [36 36 38]
  [42 39 46]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 0  0  0]]

 ...

 [[50 51 53]
  [61 61 63]
  [69 69 69]
  ...
  [ 1  0  2]
  [ 1  0  0]
  [ 1  0  0]]

 [[48 50 47]
  [60 62 59]
  [70 72 69]
  ...
  [ 1  0  2]
  [ 1  0  0]
  [ 1  0  0]]

 [[51 56 50]
  [63 68 62]
  [73 78 72]
  ...
  [ 1  0  2]
  [ 1  0  0]
  [ 1  0  0]]]",1
43,"[[[17 15 20]
  [24 19 25]
  [31 26 30]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[20 17 24]
  [28 23 30]
  [35 30 37]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[25 22 29]
  [33 27 37]
  [41 35 47]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[49 53 39]
  [68 69 61]
  [68 64 63]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[53 57 42]
  [74 76 65]
  [68 67 63]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[59 63 48]
  [80 82 69]
  [70 69 65]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]]",1
44,"[[[19 21 42]
  [27 22 45]
  [36 21 50]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[17 19 32]
  [26 22 39]
  [37 23 46]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[22 26 29]
  [31 28 35]
  [43 31 45]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 ...

 [[46 58 44]
  [68 71 64]
  [67 61 65]
  ...
  [ 1  0  5]
  [ 0  0  0]
  [ 1  1  0]]

 [[39 51 37]
  [58 61 54]
  [70 64 68]
  ...
  [ 1  0  5]
  [ 0  0  0]
  [ 1  1  0]]

 [[49 61 47]
  [59 62 55]
  [82 76 80]
  ...
  [ 2  1  6]
  [ 0  0  0]
  [ 1  1  0]]]",1
45,"[[[17 17 27]
  [27 19 32]
  [37 22 41]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  2]]

 [[20 20 28]
  [29 23 35]
  [41 27 44]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  2]]

 [[26 27 31]
  [35 30 37]
  [47 33 48]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  2]]

 ...

 [[53 53 55]
  [65 66 60]
  [63 65 52]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[58 60 59]
  [71 72 66]
  [68 70 57]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[61 63 62]
  [75 76 70]
  [72 74 61]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",1
46,"[[[28 25 20]
  [31 27 24]
  [34 28 30]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[25 21 22]
  [29 24 28]
  [35 28 36]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[30 24 34]
  [34 28 40]
  [41 32 49]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[46 47 41]
  [58 58 56]
  [68 68 70]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[40 41 33]
  [54 55 49]
  [68 68 66]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  1  0]]

 [[56 58 45]
  [66 67 59]
  [74 75 70]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  1  0]]]",1
47,"[[[23 14 35]
  [30 18 38]
  [36 24 44]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 [[26 17 36]
  [33 22 39]
  [40 29 46]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 [[31 23 38]
  [36 28 43]
  [46 35 49]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[40 58 34]
  [68 75 59]
  [71 66 60]
  ...
  [ 0  0  4]
  [ 0  0  2]
  [ 0  0  0]]

 [[46 63 47]
  [73 81 70]
  [75 71 68]
  ...
  [ 0  0  4]
  [ 0  0  2]
  [ 0  0  0]]

 [[53 69 58]
  [79 86 79]
  [77 73 72]
  ...
  [ 0  0  4]
  [ 0  0  2]
  [ 0  0  0]]]",1
48,"[[[22 22 24]
  [29 24 30]
  [36 26 37]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[19 18 23]
  [27 22 29]
  [37 26 40]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[24 23 31]
  [33 27 39]
  [43 32 49]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[55 53 54]
  [63 61 64]
  [68 66 71]
  ...
  [ 0  0  4]
  [ 1  1  3]
  [ 1  1  1]]

 [[51 49 50]
  [60 58 61]
  [68 66 71]
  ...
  [ 0  0  4]
  [ 1  1  3]
  [ 1  1  1]]

 [[51 49 50]
  [61 59 62]
  [70 68 73]
  ...
  [ 0  0  4]
  [ 0  0  2]
  [ 0  0  0]]]",1
49,"[[[15 22 15]
  [23 23 23]
  [33 23 31]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 [[18 25 18]
  [26 26 24]
  [38 29 34]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 [[23 30 22]
  [32 33 28]
  [44 35 40]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[43 52 47]
  [65 67 62]
  [72 67 63]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[47 56 51]
  [71 74 67]
  [74 69 65]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[48 57 52]
  [74 77 70]
  [77 72 68]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",1
50,"[[[25 20 24]
  [25 20 24]
  [27 20 28]
  ...
  [ 1  1  3]
  [ 1  1  3]
  [ 1  0  5]]

 [[26 21 25]
  [26 21 25]
  [28 21 29]
  ...
  [ 1  1  3]
  [ 1  1  3]
  [ 1  0  5]]

 [[26 22 23]
  [27 22 26]
  [28 21 28]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  4]]

 ...

 [[44 43 59]
  [75 80 74]
  [75 86 54]
  ...
  [ 0  0  2]
  [ 1  1  1]
  [ 0  0  0]]

 [[49 50 45]
  [71 75 58]
  [61 70 41]
  ...
  [ 0  0  2]
  [ 1  1  1]
  [ 0  0  0]]

 [[67 69 48]
  [81 85 60]
  [63 68 45]
  ...
  [ 0  0  2]
  [ 1  1  1]
  [ 0  0  0]]]",1
51,"[[[23 19 34]
  [23 19 36]
  [24 21 40]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[23 20 31]
  [23 19 33]
  [24 22 36]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[23 21 26]
  [24 21 28]
  [26 24 35]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[49 50 55]
  [74 73 71]
  [73 68 62]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[26 29 36]
  [60 61 56]
  [63 61 48]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 1  1  1]]

 [[27 30 39]
  [63 64 59]
  [62 63 45]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 1  1  1]]]",1
52,"[[[18 24 14]
  [25 24 19]
  [33 25 23]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[19 25 15]
  [26 25 20]
  [34 26 24]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[19 25 15]
  [26 25 20]
  [34 26 24]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[60 48 70]
  [90 81 84]
  [89 89 65]
  ...
  [ 0  0  2]
  [ 1  1  1]
  [ 0  0  0]]

 [[67 50 58]
  [87 73 70]
  [78 68 56]
  ...
  [ 0  0  2]
  [ 1  1  1]
  [ 0  0  0]]

 [[73 55 51]
  [86 69 62]
  [69 56 48]
  ...
  [ 0  0  2]
  [ 1  1  1]
  [ 0  0  0]]]",1
53,"[[[26 26 26]
  [26 24 25]
  [29 23 25]
  ...
  [ 0  0  2]
  [ 0  0  4]
  [ 0  0  4]]

 [[26 26 26]
  [26 24 25]
  [29 23 25]
  ...
  [ 0  0  2]
  [ 0  0  4]
  [ 0  0  4]]

 [[25 25 25]
  [26 24 25]
  [29 23 25]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  4]]

 ...

 [[53 53 55]
  [75 70 67]
  [74 69 63]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]]

 [[30 41 47]
  [64 66 61]
  [69 63 47]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 1  1  3]]

 [[15 35 44]
  [49 55 51]
  [69 63 39]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 1  1  3]]]",1
54,"[[[22 23 17]
  [23 22 18]
  [27 21 21]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[23 24 18]
  [24 23 19]
  [27 21 21]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[23 24 18]
  [24 23 19]
  [28 22 22]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[53 53 63]
  [81 84 73]
  [80 90 55]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 1  0  0]]

 [[48 45 54]
  [72 71 66]
  [67 71 44]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 1  0  0]]

 [[55 49 61]
  [75 71 70]
  [64 65 49]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 1  0  0]]]",1
55,"[[[20 20 22]
  [25 20 26]
  [29 19 27]
  ...
  [ 0  0  0]
  [ 1  1  3]
  [ 0  0  2]]

 [[20 20 22]
  [25 20 26]
  [30 20 28]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 0  0  2]]

 [[21 21 23]
  [26 21 25]
  [31 21 29]
  ...
  [ 0  0  0]
  [ 1  1  3]
  [ 0  0  2]]

 ...

 [[36 48 48]
  [60 67 59]
  [68 70 56]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[32 42 52]
  [56 61 55]
  [63 62 42]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[38 45 64]
  [63 65 64]
  [67 65 40]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",1
56,"[[[26 23 14]
  [26 23 14]
  [29 24 18]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[26 23 18]
  [27 23 20]
  [30 24 24]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[26 21 25]
  [27 22 26]
  [31 24 31]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[58 56 67]
  [76 79 70]
  [71 82 50]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[55 54 59]
  [70 73 62]
  [65 73 50]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[54 53 51]
  [68 70 59]
  [63 70 52]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]]",1
57,"[[[17 19 18]
  [21 21 23]
  [29 24 31]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[17 19 18]
  [22 22 24]
  [30 25 32]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[19 21 20]
  [24 24 26]
  [31 26 33]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[48 37 53]
  [69 66 61]
  [64 73 54]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 0  0  0]]

 [[35 28 59]
  [59 57 60]
  [60 65 43]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 0  0  0]]

 [[41 32 77]
  [62 59 68]
  [62 66 41]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",1
58,"[[[23 23 25]
  [26 21 27]
  [31 21 32]
  ...
  [ 1  1  1]
  [ 0  0  2]
  [ 0  0  2]]

 [[23 23 25]
  [27 22 28]
  [32 22 31]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 [[23 23 23]
  [27 22 26]
  [33 23 32]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[57 55 56]
  [75 76 71]
  [79 87 74]
  ...
  [ 1  1  3]
  [ 0  0  0]
  [ 0  0  0]]

 [[55 54 50]
  [70 70 62]
  [70 70 60]
  ...
  [ 1  1  3]
  [ 0  0  0]
  [ 0  0  0]]

 [[67 67 59]
  [77 77 67]
  [71 69 57]
  ...
  [ 1  1  3]
  [ 0  0  0]
  [ 0  0  0]]]",1
59,"[[[29 24 31]
  [28 23 30]
  [28 21 28]
  ...
  [ 0  0  2]
  [ 0  0  4]
  [ 0  0  4]]

 [[28 23 30]
  [28 23 29]
  [29 22 29]
  ...
  [ 0  0  2]
  [ 0  0  4]
  [ 0  0  4]]

 [[28 23 29]
  [28 23 29]
  [29 22 29]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  4]]

 ...

 [[41 59 47]
  [76 77 69]
  [83 72 68]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]]

 [[33 44 38]
  [58 55 48]
  [74 57 49]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]]

 [[32 38 38]
  [67 58 53]
  [72 50 37]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]]]",1
60,"[[[28 25 16]
  [28 25 20]
  [29 23 23]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]]

 [[27 24 15]
  [27 24 19]
  [29 23 23]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]]

 [[28 25 18]
  [28 25 20]
  [29 23 23]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]]

 ...

 [[56 55 63]
  [78 77 72]
  [77 76 55]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  1  0]]

 [[47 45 56]
  [66 65 60]
  [65 63 40]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[57 55 68]
  [76 73 68]
  [71 67 42]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]]",1
61,"[[[28 24 23]
  [28 24 21]
  [29 24 21]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[27 23 22]
  [28 24 23]
  [29 24 21]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[27 23 22]
  [27 23 22]
  [29 23 23]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[49 56 48]
  [72 75 64]
  [72 75 64]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 [[28 40 52]
  [56 60 59]
  [67 63 51]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 [[23 39 64]
  [54 59 65]
  [71 61 49]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]]",1
62,"[[[21 21 23]
  [26 21 25]
  [29 23 27]
  ...
  [ 1  1  1]
  [ 1  1  3]
  [ 1  1  3]]

 [[21 21 23]
  [27 22 26]
  [30 24 28]
  ...
  [ 1  1  1]
  [ 1  1  3]
  [ 1  1  3]]

 [[22 22 24]
  [27 22 26]
  [30 24 28]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]]

 ...

 [[49 52 69]
  [71 77 73]
  [68 79 49]
  ...
  [ 0  0  0]
  [ 1  1  0]
  [ 0  0  0]]

 [[50 55 61]
  [71 78 70]
  [62 71 44]
  ...
  [ 0  0  0]
  [ 1  1  0]
  [ 0  0  0]]

 [[56 62 62]
  [75 83 70]
  [61 70 43]
  ...
  [ 0  0  0]
  [ 1  1  0]
  [ 0  0  0]]]",1
63,"[[[25 21 36]
  [25 21 36]
  [28 22 36]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[24 21 32]
  [27 21 31]
  [29 23 33]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[24 22 27]
  [28 23 27]
  [30 25 29]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[54 58 57]
  [68 69 61]
  [68 70 56]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  0]]

 [[22 33 35]
  [59 65 55]
  [72 71 51]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  0]]

 [[21 36 41]
  [55 63 52]
  [71 69 44]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  0]]]",1
64,"[[[20 15 21]
  [24 19 25]
  [28 21 28]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[21 16 20]
  [24 19 25]
  [29 22 29]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[22 17 21]
  [25 20 24]
  [29 23 27]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[49 48 62]
  [78 81 74]
  [80 86 52]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[46 46 56]
  [69 70 65]
  [63 66 45]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[59 58 63]
  [73 74 69]
  [58 58 46]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]]",1
65,"[[[18 22 21]
  [21 23 22]
  [23 21 24]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[18 22 21]
  [21 23 22]
  [24 22 25]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[19 23 22]
  [24 24 24]
  [28 23 27]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[58 55 48]
  [72 67 48]
  [76 67 50]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[31 30 38]
  [61 57 46]
  [77 67 42]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[31 32 53]
  [54 51 44]
  [74 63 35]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]]",1
66,"[[[19 20 14]
  [23 24 19]
  [30 29 27]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  1  0]]

 [[19 20 14]
  [24 25 20]
  [30 29 27]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[20 21 15]
  [24 25 20]
  [31 30 28]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[58 48 56]
  [80 75 71]
  [75 77 56]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[55 44 50]
  [76 69 63]
  [67 66 45]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[58 47 53]
  [78 71 65]
  [69 67 46]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]]",1
67,"[[[28 23 29]
  [30 25 32]
  [33 25 38]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[28 23 29]
  [30 25 32]
  [33 25 38]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[27 22 26]
  [29 24 30]
  [32 24 35]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[56 59 66]
  [69 71 60]
  [68 69 51]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[35 32 59]
  [63 59 60]
  [70 62 43]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[41 34 75]
  [62 52 61]
  [72 55 35]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]]",1
